timestamp,device_id,location,temperature,humidity,gas_level,flame_detected,motion_detected,light_level,is_anomaly
2025-10-09 03:11:41.075336,ESP32_003,Garage,24.39242731880551,49.44979244622816,0.11186174378155085,0,0,276.64006781563154,0
2025-10-29 12:51:41.075336,ESP32_002,Garage,14.794507631128237,88.30348011907162,0.7029991697656689,1,0,1302.3156310641054,1
2025-10-27 20:56:41.075336,ESP32_002,Garage,40.49922485663379,94.28371843721051,0.7196908934966874,1,0,1.5017247558714975,1
2025-10-19 18:21:41.075336,ESP32_003,Bedroom,21.266540650333404,58.441909178180936,0.09044157357163822,1,0,208.21231275627537,0
2025-10-22 03:31:41.075336,ESP32_003,Bedroom,23.314209658426222,50.19029081473924,0.137843763273166,0,0,359.37803064869075,0
2025-10-10 06:46:41.075336,ESP32_001,Kitchen,26.439481106100498,54.76895693115504,0.08395770528324516,0,0,159.49301858597337,0
2025-10-09 03:21:41.075336,RPI_001,Garage,28.10826295313877,84.85313924533686,0.1594959858023834,1,0,238.0315371137248,0
2025-10-22 05:26:41.075336,ESP32_002,Bedroom,23.47271858406529,56.05841903473926,0.08741797426576099,1,0,286.61498137827624,0
2025-10-09 10:11:41.075336,ESP32_001,Kitchen,20.502952118624798,67.1591041612881,0.10434298879068056,0,0,70.0077377598061,0
2025-10-24 07:11:41.075336,ESP32_001,Garage,31.619406939654016,68.54317339173784,0.15040226463664255,0,1,472.518865873064,0
2025-10-22 01:51:41.075336,ESP32_001,Bedroom,22.396073732415005,54.39442654905632,0.05798977105805767,0,0,115.38821395803211,0
2025-10-13 16:41:41.075336,ESP32_001,Garage,27.723886940881147,65.27568116112033,0.08900986471961334,0,0,295.1302341176483,0
2025-10-02 05:41:41.075336,ESP32_001,Bedroom,25.4795691759922,52.612612746950724,0.10147163502099965,0,0,422.89399797712525,0
2025-10-09 10:01:41.075336,ESP32_003,Bedroom,28.028415365787907,51.48028754950026,0.0916539333205359,0,1,472.3537374105991,0
2025-10-15 06:11:41.075336,ESP32_003,Bedroom,28.374797635909722,71.57421945993826,0.09698336387899667,0,1,140.95825356698555,0
2025-10-05 01:41:41.075336,ESP32_002,Living Room,21.473216183125444,53.70800393029676,0.025243017075805826,0,1,565.5888970556229,0
2025-10-12 19:56:41.075336,RPI_001,Living Room,24.970465574048852,52.01148455982704,0.009565971569571341,1,0,265.89375557780414,0
2025-10-29 20:21:41.075336,ESP32_001,Garage,14.412590641776477,90.00007359315882,0.8294136704724693,1,0,1179.003760901682,1
2025-10-13 16:36:41.075336,ESP32_002,Bedroom,23.777619678125195,57.15860445311033,0.024024333087945784,0,0,324.56750322102397,0
2025-10-23 15:11:41.075336,ESP32_002,Garage,25.30516962541531,48.26182002901576,0.14971566908540623,0,1,318.46745686594534,0
2025-10-11 13:16:41.075336,ESP32_001,Bedroom,27.291581054900266,60.12654464148655,0.08749116853765432,1,0,313.69367563740485,0
2025-09-29 05:06:41.075336,ESP32_002,Bedroom,23.04212806209283,59.96519151426798,0.07836527696958635,0,1,317.43720571082235,0
2025-10-16 07:41:41.075336,ESP32_001,Bedroom,24.78933891544715,66.81660651397439,0.11004199193405535,0,1,207.10619727166934,0
2025-10-28 03:46:41.075336,ESP32_001,Kitchen,46.36040355131886,90.18832675848259,0.7080244101212695,1,1,44.41335780504591,1
2025-10-26 23:46:41.075336,ESP32_001,Garage,28.985939234633932,43.45964499739298,0.1466987161009311,1,1,272.8801132794575,0
2025-10-12 21:41:41.075336,RPI_001,Living Room,28.18797187236258,70.97075306412628,0.12181787967055595,0,0,233.22910150892744,0
2025-10-21 00:26:41.075336,ESP32_003,Garage,27.900421312751632,60.63537955156817,0.13454207849286676,0,0,171.42531435475206,0
2025-10-17 01:46:41.075336,ESP32_003,Bedroom,22.48905893668124,49.560790197510165,0.027626679136302554,0,0,220.36019559661162,0
2025-10-05 06:31:41.075336,ESP32_003,Kitchen,23.22293213304384,65.10735549607273,0.15031891374018905,0,1,368.72473485356676,0
2025-10-05 07:56:41.075336,ESP32_003,Bedroom,23.407087306564108,81.06940182263186,0.10028606405495613,0,1,265.5686556911184,0
2025-10-23 22:41:41.075336,ESP32_002,Bedroom,28.46050854934463,43.496454958454706,0.1509818245334659,0,0,377.83963656540107,0
2025-10-30 06:01:41.075336,ESP32_003,Garage,6.7239614329845265,91.65822764055592,0.7983544466902438,1,1,1375.1139953363572,1
2025-10-24 14:16:41.075336,ESP32_001,Living Room,16.1705753035848,67.83823405746658,0.10151224138373245,0,0,262.39057985443344,0
2025-09-28 04:51:41.075336,RPI_001,Bedroom,23.42643920116068,57.321012658415015,0.06165293688084686,0,1,414.1542966368137,0
2025-10-22 17:31:41.075336,ESP32_001,Bedroom,29.25710683410179,63.63840434292613,0.06960769346060736,1,0,276.5673333966935,0
2025-10-26 11:51:41.075336,ESP32_002,Bedroom,23.85154755703975,61.39681965285232,0.11927348145559104,0,0,264.137698068744,0
2025-10-30 06:06:41.075336,ESP32_003,Garage,12.196639255967115,86.99630648673171,0.7897084404586162,1,1,1120.2901875951657,1
2025-10-24 12:16:41.075336,ESP32_001,Kitchen,25.806437069236463,37.1491550533065,0.12084397560018248,0,0,450.9106975761938,0
2025-10-29 15:16:41.075336,RPI_001,Kitchen,7.7253116904020676,89.53537106765718,0.7236289110173866,1,1,1087.2973663297464,1
2025-10-24 23:36:41.075336,ESP32_001,Kitchen,27.687388654707785,65.22766742366719,0.05917531221429032,0,0,309.95424345389233,0
2025-09-27 03:36:41.075336,ESP32_003,Kitchen,22.575105143934547,58.312152625840504,0.04834855774825281,0,1,245.5207724777347,0
2025-09-28 20:56:41.075336,RPI_001,Bedroom,30.383673590553364,51.13360830795402,0.04682790668691218,0,1,226.59238960768926,0
2025-10-14 10:01:41.075336,RPI_001,Kitchen,25.502710317402972,63.58736143996616,0.07133475388843002,0,1,155.0580295256512,0
2025-09-29 09:46:41.075336,ESP32_003,Bedroom,21.931622304404783,62.263042077451345,0.058544997394194664,0,0,330.10349941714867,0
2025-10-06 09:36:41.075336,ESP32_001,Bedroom,25.67264921287238,64.81613845688095,0.11763748043127566,0,0,232.80019718793307,0
2025-10-03 11:16:41.075336,RPI_001,Living Room,26.46361685461322,57.15489695660778,0.08078886925841308,0,0,319.12176964749784,0
2025-09-26 13:41:41.075336,ESP32_003,Bedroom,27.86200529047961,71.94214483013992,0.19912565318489384,0,1,107.2620547384694,0
2025-10-01 17:41:41.075336,ESP32_003,Living Room,26.051890297820677,56.25377180673945,0.2228502221625257,0,0,262.76803706451983,0
2025-10-27 19:41:41.075336,ESP32_002,Kitchen,40.333932048658575,85.35244449070156,0.9409681514114402,1,1,33.74415782772508,1
2025-10-06 18:06:41.075336,ESP32_001,Garage,26.410132562104607,63.731223970910094,0.06976901397413965,1,0,409.10153562908596,0
2025-10-14 06:56:41.075336,RPI_001,Living Room,24.219072876185688,67.54187961032403,0.11267964708454033,0,0,278.2149306837329,0
2025-10-22 08:51:41.075336,RPI_001,Bedroom,23.67223212167753,67.6459959763558,0.047641429234186364,0,0,318.03085707336567,0
2025-10-04 11:51:41.075336,ESP32_002,Garage,21.23047931716223,57.8443205658105,0.056491176493730005,1,0,440.57568590385574,0
2025-10-19 23:41:41.075336,ESP32_003,Bedroom,25.283582702765404,75.76849825589217,0.015694726876416015,1,0,204.8116131240866,0
2025-10-10 14:51:41.075336,RPI_001,Living Room,24.72488192756462,51.37693063836319,0.1014453296662897,0,0,261.70168823077654,0
2025-10-13 00:36:41.075336,RPI_001,Garage,28.75939847430473,72.81495399253413,0.10967974116404638,0,0,259.0379622371613,0
2025-10-21 11:41:41.075336,ESP32_002,Garage,26.317450401101254,51.668668663196534,0.0854437060653386,0,1,389.44354653966445,0
2025-10-15 02:56:41.075336,ESP32_003,Living Room,20.647216326666328,63.86226064104582,0.0920892594591146,0,0,375.76035127080127,0
2025-10-13 20:16:41.075336,ESP32_003,Garage,25.64142638182319,66.45296958431042,0.10301210156718534,0,1,405.9536529357786,0
2025-10-25 01:46:41.075336,ESP32_001,Garage,27.831146517268134,70.45802915699515,0.18199729743769588,0,0,414.4515157915449,0
2025-10-02 06:31:41.075336,ESP32_003,Garage,28.001746954128933,59.505334286767486,0.12658493669949306,0,0,347.2407425685483,0
2025-09-27 18:51:41.075336,ESP32_001,Garage,27.613374110295076,66.17428630927324,0.11730734719762008,0,0,191.89970924295847,0
2025-10-07 22:41:41.075336,ESP32_003,Bedroom,22.2263076568657,55.264766184458026,0.137992825252973,1,1,207.22814543264656,0
2025-10-22 20:26:41.075336,ESP32_002,Garage,28.045662675442916,84.23106130613554,0.07533641394349586,0,0,487.03505498171864,0
2025-09-29 09:06:41.075336,RPI_001,Living Room,23.278899988184264,60.439005331233886,0.1326440185736144,0,0,382.97591158706916,0
2025-10-19 22:36:41.075336,ESP32_001,Kitchen,27.880915504260003,59.98428192626806,0.04054581463274253,0,0,460.37016420018796,0
2025-10-05 01:01:41.075336,RPI_001,Living Room,26.532376265582784,52.231379013786075,0.1100969951667741,0,0,291.2679838020382,0
2025-10-18 16:26:41.075336,ESP32_002,Garage,25.735115992946216,35.786202481227214,0.13734549936281615,0,0,278.971661518677,0
2025-10-18 13:46:41.075336,ESP32_003,Kitchen,26.74534531188509,60.72360389908385,0.00826558247738772,0,1,472.29150061064877,0
2025-09-30 06:31:41.075336,ESP32_002,Bedroom,25.576147349470094,48.1879882685112,0.08715550080375556,0,1,202.1508289131724,0
2025-10-04 21:16:41.075336,ESP32_001,Living Room,18.38330182870279,59.02379304225924,0.07880293502196087,0,1,528.6138672892127,0
2025-09-28 14:56:41.075336,ESP32_002,Garage,23.613174133884872,47.327233116272694,0.11000758324037124,0,0,297.46330036716836,0
2025-10-12 21:51:41.075336,ESP32_002,Garage,29.053342269960147,56.43523031370456,0.19683398811428818,0,0,493.08696143655845,0
2025-10-10 23:16:41.075336,ESP32_002,Living Room,27.040661081430073,54.3332940703856,0.04172353052118442,1,0,312.7639794810935,0
2025-10-29 11:51:41.075336,RPI_001,Living Room,7.730287956758594,93.61667258678253,0.7704513057784734,0,0,1344.7055193700808,1
2025-10-04 20:46:41.075336,RPI_001,Living Room,26.85913433789841,56.3891283661313,0.05211083215485164,1,1,426.781618152116,0
2025-09-29 14:51:41.075336,RPI_001,Living Room,24.785196221757808,66.88712744554769,0.1284043710305837,0,0,451.582220604183,0
2025-09-29 17:16:41.075336,ESP32_001,Kitchen,28.151963188022837,54.664563741769186,0.0580450888714476,0,0,404.6552011870548,0
2025-10-14 06:21:41.075336,ESP32_003,Garage,22.723087903289965,51.85795322614624,0.035669543730013104,0,1,511.13997912526247,0
2025-10-16 23:56:41.075336,RPI_001,Garage,27.214711692448486,58.81465765971136,0.10215418711010602,0,0,450.6055581547327,0
2025-10-10 02:26:41.075336,ESP32_003,Living Room,25.695526276404543,69.59253376449038,0.07359596799483273,0,0,180.39839209038098,0
2025-10-05 04:06:41.075336,ESP32_003,Kitchen,26.837406382040808,49.53380891906498,0.11275615440617251,0,1,132.47331078738455,0
2025-10-16 15:51:41.075336,RPI_001,Garage,26.403851266395556,55.53545521744952,-0.020313906901508916,0,1,469.8124955084839,0
2025-10-25 03:06:41.075336,ESP32_001,Living Room,25.584865277236563,64.07418034651975,0.08757116663244442,0,1,246.6447894045197,0
2025-10-21 17:16:41.075336,ESP32_002,Kitchen,21.849835630530443,65.32596487614066,0.041759572106986546,0,0,119.3166503309792,0
2025-10-03 20:41:41.075336,ESP32_001,Bedroom,25.690212277574208,66.61736612096948,0.10888304982344947,0,1,201.05266008863214,0
2025-10-17 01:31:41.075336,ESP32_003,Kitchen,24.379046232704894,82.40612120174282,0.06953503027468108,0,0,329.0215592687462,0
2025-10-11 08:01:41.075336,ESP32_001,Bedroom,23.259951002038946,75.20664172981186,0.14900458100989783,1,0,138.77910129488413,0
2025-10-18 19:11:41.075336,ESP32_003,Garage,27.30243803366239,44.56369478126315,0.09661012311100398,0,1,516.2504636675757,0
2025-10-07 22:06:41.075336,ESP32_003,Bedroom,17.190588736518105,61.668160595182776,0.10014115997665486,1,0,276.8176827121872,0
2025-09-26 03:41:41.075336,ESP32_001,Garage,22.893840718367944,63.18808339628256,0.12287003713958722,0,0,366.9237586995363,0
2025-10-19 19:51:41.075336,ESP32_002,Bedroom,18.670485278123074,60.61343664240864,0.09282307813689956,0,0,451.6716571981467,0
2025-10-05 10:41:41.075336,ESP32_002,Kitchen,23.450711068337284,65.08087714420786,0.032270016946367885,1,1,498.1806568567323,0
2025-10-25 18:36:41.075336,ESP32_003,Kitchen,28.571424955580447,30.239675259904754,0.07837602133768104,0,0,424.04890107921557,0
2025-10-09 04:46:41.075336,RPI_001,Bedroom,20.700544556425864,42.15061467127896,0.12099373113958839,0,1,173.27018968804612,0
2025-10-22 22:31:41.075336,ESP32_003,Bedroom,26.283887879657904,61.15025566342807,0.08398595247469537,0,0,429.5153760165836,0
2025-10-09 07:36:41.075336,ESP32_003,Living Room,22.329046455940386,54.84565135318615,0.13472727759790917,0,0,331.6423611008942,0
2025-10-24 01:36:41.075336,ESP32_001,Kitchen,26.755063996863395,59.77322474512659,0.13703420019617985,1,1,307.89360658361437,0
2025-10-07 17:31:41.075336,ESP32_001,Kitchen,25.757706537989872,61.41989450575593,0.07682835430096017,0,0,383.17738831699114,0
2025-10-15 23:06:41.075336,RPI_001,Bedroom,24.225474585905697,53.91408194430721,-0.026716809590355772,0,0,183.6797713455931,0
2025-10-12 10:46:41.075336,ESP32_002,Living Room,24.08316815753859,64.40819798905716,-0.025849777610575886,0,0,214.3206424279466,0
2025-10-06 21:46:41.075336,ESP32_003,Garage,30.48886060514826,68.3240053859056,0.12205522421835106,0,0,357.2116267161488,0
2025-10-04 06:51:41.075336,ESP32_001,Living Room,25.675923766122825,56.2922940333949,0.12006412080886027,1,1,315.7580217091681,0
2025-10-26 14:11:41.075336,ESP32_001,Living Room,20.190349460157712,67.31037525385536,0.11769250007941903,0,0,341.5282302612852,0
2025-10-10 14:41:41.075336,ESP32_003,Kitchen,22.491813543699926,68.45406556782055,0.11595636715345192,0,0,190.04292710066275,0
2025-09-30 08:46:41.075336,ESP32_002,Bedroom,22.304596054626888,59.57175620924481,0.039109834733870745,0,1,485.20785062032076,0
2025-10-30 13:01:41.075336,ESP32_003,Bedroom,11.634583230160924,90.69521146633033,0.8705008710419156,0,1,1288.7772955510382,1
2025-10-20 04:41:41.075336,ESP32_003,Living Room,24.894710599646217,67.11046102545303,0.13292629812152917,0,1,204.45103534047507,0
2025-09-29 14:36:41.075336,ESP32_003,Kitchen,25.71636747707954,65.95131185913769,0.024659917758235464,1,1,113.54228841775961,0
2025-10-19 09:01:41.075336,ESP32_001,Garage,28.605795008618628,51.860282041094884,0.0851982155377824,1,0,370.69829025591685,0
2025-10-11 16:46:41.075336,RPI_001,Bedroom,25.042447794897274,68.81746400760012,0.12261435828917383,0,1,305.11357814549785,0
2025-10-21 09:06:41.075336,ESP32_001,Living Room,24.306821389477303,76.7665080276136,0.19128622735842576,1,1,247.63754937497202,0
2025-10-30 07:31:41.075336,ESP32_003,Garage,12.837029887609752,90.07933267172062,0.8173698778944075,1,0,962.5995758510594,1
2025-09-28 13:06:41.075336,ESP32_002,Garage,20.993966923869696,58.47981094367302,0.11228925086905953,0,0,138.94093394379456,0
2025-09-26 05:16:41.075336,RPI_001,Kitchen,24.920458373652348,57.835812883616285,0.11132919645136541,0,1,345.2443237023806,0
2025-10-16 00:01:41.075336,ESP32_001,Kitchen,33.10908269321525,51.56403387468287,0.10240089085790385,0,0,145.94884632177775,0
2025-09-28 07:11:41.075336,RPI_001,Bedroom,25.633052401607856,49.12106987890742,0.07508677867793755,0,0,342.18227090108894,0
2025-09-30 18:26:41.075336,ESP32_003,Bedroom,28.217522011929407,58.78924567609446,0.15354411460857345,0,0,218.37775398762506,0
2025-10-01 22:51:41.075336,ESP32_003,Garage,25.22630091670478,61.860930208759356,0.007417151815997197,1,0,259.4852567199357,0
2025-10-25 14:36:41.075336,ESP32_003,Living Room,26.21747226002144,51.24676432408955,-0.016070912930807493,0,1,335.4385806570824,0
2025-10-24 23:21:41.075336,ESP32_001,Kitchen,29.722440358097227,57.12292944450523,0.12598398502579888,0,0,498.79569822101485,0
2025-10-26 01:36:41.075336,ESP32_001,Living Room,26.227422768327983,55.56073505565108,0.08340334048849661,0,0,313.49216716161226,0
2025-10-21 11:11:41.075336,RPI_001,Living Room,24.061968491040172,54.54273959363806,0.17530063605878443,0,0,321.51058787135116,0
2025-10-22 04:06:41.075336,ESP32_003,Living Room,22.531432295444702,68.09779272561426,0.019153178131496085,0,0,205.6928723453324,0
2025-10-20 08:41:41.075336,ESP32_001,Bedroom,25.7086709387927,57.169209264017496,0.09383159473115493,0,1,288.5931229751939,0
2025-10-10 20:06:41.075336,RPI_001,Living Room,24.678205702567176,55.76563416820723,0.06791494847887414,0,0,456.1390284475192,0
2025-10-27 10:41:41.075336,ESP32_003,Living Room,43.0835507063231,87.75219923438085,0.786143202425614,1,1,41.748004125867034,1
2025-10-14 11:16:41.075336,ESP32_002,Living Room,24.089121781305998,55.913276542939585,0.08152914143568177,0,0,363.43717959436975,0
2025-10-09 09:51:41.075336,ESP32_001,Living Room,20.75419842422744,77.99738291727098,0.08655461618924953,0,0,171.08048748274766,0
2025-09-28 19:46:41.075336,RPI_001,Bedroom,20.452767655008305,57.91794742010034,0.056663488333314124,0,1,356.51028459229997,0
2025-10-29 05:01:41.075336,RPI_001,Kitchen,9.489554374782376,87.56970077719144,0.7183322280115414,0,1,1375.2284792697506,1
2025-09-28 14:11:41.075336,ESP32_001,Bedroom,21.756830378775213,58.13563584178446,0.05901343217805702,1,0,527.3046074522541,0
2025-10-30 07:16:41.075336,RPI_001,Bedroom,10.87366779457486,94.83520307722735,0.8887401762081726,0,1,1202.6632062634274,1
2025-10-04 04:31:41.075336,ESP32_002,Garage,21.101256289217208,45.71932823894555,0.14695444718155654,0,0,270.1495493951168,0
2025-09-30 11:01:41.075336,ESP32_001,Kitchen,24.359671387209374,58.83511647368965,0.08960262005629757,0,1,287.91833459128054,0
2025-10-22 00:31:41.075336,ESP32_002,Living Room,27.384769341626676,74.14743819359813,-0.04533870243979074,1,0,419.53008226708573,0
2025-09-30 07:16:41.075336,ESP32_001,Bedroom,26.52397398073763,64.08610747563917,0.12405351847553862,0,0,285.2246654389385,0
2025-09-27 13:01:41.075336,RPI_001,Garage,25.232104922942856,52.393993355748606,0.1027319720822519,0,1,334.93808285798127,0
2025-10-15 01:31:41.075336,ESP32_001,Living Room,21.302706282507998,66.36235828430324,0.17246545614343378,1,0,118.8635412506055,0
2025-10-06 17:11:41.075336,ESP32_003,Living Room,25.123976896811854,60.97417343064313,0.13872816521912296,0,1,245.5140704716652,0
2025-09-28 18:01:41.075336,ESP32_002,Living Room,24.8516088710427,64.57224811949344,0.11448720134570174,0,0,506.16914257311043,0
2025-10-25 04:21:41.075336,RPI_001,Living Room,22.34285860060093,57.391291987541095,0.18759604051366524,0,0,348.1629807074032,0
2025-10-02 22:26:41.075336,ESP32_003,Kitchen,28.363092001973413,59.97753798242879,0.17129551661606807,0,1,286.1339405164207,0
2025-10-20 10:51:41.075336,ESP32_003,Living Room,23.569370618068493,39.175280232973286,0.1287623266057019,0,0,436.44416006702966,0
2025-10-19 22:56:41.075336,ESP32_002,Kitchen,27.69435197236704,49.315625141541716,0.02144738975826374,0,0,249.03559061936676,0
2025-09-29 15:21:41.075336,RPI_001,Living Room,25.235905570948272,46.612762938644266,0.06799501741415466,1,1,271.79299946380314,0
2025-10-05 00:21:41.075336,ESP32_001,Garage,21.731100887972836,52.84032776816058,0.0198001192622521,1,0,234.11448839471456,0
2025-10-26 21:01:41.075336,RPI_001,Bedroom,29.24561358010547,53.84612690237487,0.04523812870440137,0,1,264.6744282551143,0
2025-10-25 22:16:41.075336,ESP32_003,Bedroom,22.939802813297945,52.543795328278264,0.14948022713786727,1,1,194.50789134472757,0
2025-10-23 05:41:41.075336,RPI_001,Garage,21.41744004576447,76.88311811452883,0.0998831051092713,0,1,98.74005963187199,0
2025-10-22 09:11:41.075336,ESP32_002,Kitchen,19.380982507208138,74.16661308297957,0.15327090195758789,1,1,498.73153572293086,0
2025-10-01 16:01:41.075336,ESP32_001,Living Room,26.21119027100983,54.226579842916664,0.09190853684928219,0,0,320.1716437810409,0
2025-10-22 14:01:41.075336,ESP32_003,Bedroom,22.714718887952063,56.48126203713484,0.13872373974628363,0,1,269.1303680092728,0
2025-10-11 13:21:41.075336,ESP32_003,Living Room,24.84067959490927,60.27177167672464,0.07029381950172178,0,0,334.52875540932683,0
2025-10-21 06:01:41.075336,RPI_001,Bedroom,26.905987585648617,41.2594449726878,0.14884644514067372,1,0,277.65292078339047,0
2025-10-18 05:36:41.075336,RPI_001,Garage,27.91052524770358,58.75871625182296,0.18104663926665585,0,0,333.253023146441,0
2025-10-29 00:26:41.075336,RPI_001,Bedroom,11.94355888995271,93.6634143585039,0.7213460623799637,1,1,1292.4792416894647,1
2025-10-12 11:36:41.075336,ESP32_003,Garage,21.20798149615791,62.504302830010445,0.05712618267285059,0,0,189.74152241526585,0
2025-10-18 12:56:41.075336,ESP32_003,Garage,21.930240329873246,47.53670522251575,0.10684230039939277,1,0,411.00752829156,0
2025-09-30 03:06:41.075336,RPI_001,Garage,23.339235274876017,73.07964192549343,0.09626973054406228,0,1,416.49556422738806,0
2025-10-07 19:31:41.075336,ESP32_002,Bedroom,23.567063252187985,63.80336650315883,0.1058116358646284,0,0,392.98014908897835,0
2025-10-22 20:36:41.075336,RPI_001,Bedroom,32.820577489449306,64.0043199385628,0.16516804514648287,1,1,285.496971428929,0
2025-10-16 08:31:41.075336,RPI_001,Living Room,26.517206297418397,57.55600164462489,0.07340888623843894,0,0,374.2103889754802,0
2025-10-22 06:21:41.075336,ESP32_003,Kitchen,22.577048326759705,57.88089406522519,0.11921187181356782,0,0,280.77322581323745,0
2025-10-15 02:36:41.075336,ESP32_001,Kitchen,26.21986610266802,45.735168433788346,0.07047865229701242,0,0,106.05080854130568,0
2025-09-30 20:21:41.075336,ESP32_002,Living Room,26.199063855257926,87.14816939486322,0.07231883429371788,0,1,367.249476673368,0
2025-10-21 14:31:41.075336,RPI_001,Living Room,21.59748656416663,46.65173182411507,0.0915891613948371,0,0,377.5592348034542,0
2025-10-28 04:26:41.075336,ESP32_003,Living Room,44.08843661725068,91.96666911900927,0.8061676936563317,1,0,47.08498831307399,1
2025-10-25 20:36:41.075336,RPI_001,Kitchen,24.33830217919806,58.19897398648642,0.134965493675818,1,0,323.13131686559365,0
2025-09-30 09:06:41.075336,RPI_001,Bedroom,26.42409469863986,63.2982306086851,0.10344655261542364,0,0,293.0420137581029,0
2025-10-20 21:36:41.075336,ESP32_003,Living Room,19.782384543481598,61.821348710111764,0.17709178724203872,0,1,335.922848838362,0
2025-10-06 16:26:41.075336,RPI_001,Bedroom,27.218959455174016,47.87259385125195,0.03189177140393892,0,0,269.90383377714704,0
2025-10-10 03:16:41.075336,ESP32_001,Living Room,21.880580406919346,57.738247123192394,0.02876270453269099,1,0,357.4714802820965,0
2025-10-15 01:26:41.075336,ESP32_001,Garage,23.938942721298982,59.47517317689286,0.16383470996698246,0,1,359.53484638315797,0
